term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity,bing_negative,bing_positive,bing_sentiment,syu_sentiment,gi_sentiment
agreeable,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
agreeableness,,,,,,,,,,,,0.0,1.0,1.0,1.0,
agreeably,,,,,,,,,,,,0.0,1.0,1.0,1.0,
agreed,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,
agreeing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,
agreement,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,1.0
agrees,,,,,,,,,,,,,,,0.5,
aground,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
ahead,,,,,,,,,,,,,,,0.8,
aid,,,,,,,,,,,,,,,1.0,1.0
aiding,,,,,,,,,,,,,,,0.1,
ail,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
ailing,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
ailment,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
aimless,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
airs,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
alarm,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
alarmed,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
alarming,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
alarmingly,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
alarmist,,,,,,,,,,,,,,,-0.6,
alarmists,,,,,,,,,,,,,,,-0.6,
alas,,,,,,,,,,,,,,,-0.4,-1.0
alcoholism,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
alert,,,,,,,,,,,,,,,-0.25,
alertness,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.6,1.0
alerts,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
alibi,,,,,,,,,,,,,,,,-1.0
alien,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,-1.0
alienate,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
alienated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
alienating,,,,,,,,,,,,,,,-1.0,
alienation,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
alight,,,,,,,,,,,,,,,,1.0
alimentation,,,,,,,,,,,,,,,0.6,
alimony,,,,,,,,,,,,,,,-0.4,
alive,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,1.0
allay,,,,,,,,,,,,,,,0.6,
allegation,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
allegations,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
allege,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
alleges,,,,,,,,,,,,,,,-0.6,
allegiance,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.5,1.0
allergic,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
allergies,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
allergy,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
alleviate,,,,,,,,,,,,,,,1.0,1.0
alleviation,,,,,,,,,,,,,,,1.0,
alliance,,,,,,,,,,,,,,,,1.0
allied,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0
allies,,,,,,,,,,,,,,,0.25,1.0
allow,,,,,,,,,,,,,,,0.25,1.0
allowable,,,,,,,,,,,,,,,0.8,1.0
allowance,,,,,,,,,,,,,,,,1.0
allure,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.8,1.0
alluring,,,,,,,,,,,,0.0,1.0,1.0,0.5,
alluringly,,,,,,,,,,,,0.0,1.0,1.0,0.8,
ally,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,1.0
almighty,,,,,,,,,,,,,,,1.0,1.0
aloha,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.4,
alone,,,,,,,,,,,,,,,-0.6,
aloof,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
alter,,,,,,,,,,,,,,,-0.25,
altercation,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
altruistic,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
altruistically,,,,,,,,,,,,0.0,1.0,1.0,1.0,
amaze,,,,,,,,,,,,0.0,1.0,1.0,0.5,
amazed,,,,,,,,,,,,0.0,1.0,1.0,0.5,
amazement,,,,,,,,,,,,0.0,1.0,1.0,0.8,1.0
amazes,,,,,,,,,,,,0.0,1.0,1.0,0.5,
amazing,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
amazingly,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,
ambassador,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
ambiguity,,,,,,,,,,,,1.0,0.0,-1.0,,-1.0
ambiguous,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
ambition,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
ambitions,,,,,,,,,,,,,,,-0.25,
ambitious,,,,,,,,,,,,0.0,1.0,1.0,0.5,
ambitiously,,,,,,,,,,,,0.0,1.0,1.0,0.8,
ambivalence,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
ambivalent,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
ambrosia,,,,,,,,,,,,,,,0.4,
ambulance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
ambush,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
ameliorate,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
amen,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
amenable,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
amend,,,,,,,,,,,,,,,0.8,
amends,,,,,,,,,,,,,,,0.8,
amenity,,,,,,,,,,,,0.0,1.0,1.0,0.25,1.0
amiability,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
amiabily,,,,,,,,,,,,0.0,1.0,1.0,,
amiable,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
amiably,,,,,,,,,,,,,,,0.8,
amicability,,,,,,,,,,,,0.0,1.0,1.0,1.0,
amicable,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0
amicably,,,,,,,,,,,,0.0,1.0,1.0,1.0,
amiss,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
amity,,,,,,,,,,,,0.0,1.0,1.0,-0.4,
amnesia,,,,,,,,,,,,,,,-0.6,
amnesty,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,1.0,1.0
amour,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,1.0
amphetamines,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.4,
ample,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
amplify,,,,,,,,,,,,,,,,1.0
amply,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
amputate,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
amputated,,,,,,,,,,,,,,,-1.0,
amuse,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,1.0
amused,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.5,
amusement,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.5,1.0
amusements,,,,,,,,,,,,,,,0.25,
amusing,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,
amusingly,,,,,,,,,,,,0.0,1.0,1.0,0.8,
anaconda,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
anal,,,,,,,,,,,,,,,-0.6,
analyst,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.25,
analyze,,,,,,,,,,,,,,,0.25,
analyzing,,,,,,,,,,,,,,,0.25,
anaphylactic,,,,,,,,,,,,,,,-0.8,
anarchism,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
anarchist,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
anarchistic,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
anarchy,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
anathema,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
ancestor,,,,,,,,,,,,,,,0.25,
ancestors,,,,,,,,,,,,,,,0.25,
anchorage,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,
ancient,,,,,,,,,,,,,,,0.25,
anecdotes,,,,,,,,,,,,,,,0.4,
anemic,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
angel,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
angelic,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
anger,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
angers,,,,,,,,,,,,,,,-1.0,
angina,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.25,
angling,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,0.25,
angrily,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
angriness,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
angry,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
angst,,,,,,,,,,,,,,,-1.0,
anguish,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
anguished,,,,,,,,,,,,,,,-1.0,
animalistic,,,,,,,,,,,,,,,-0.8,
animated,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.4,
animation,,,,,,,,,,,,,,,0.25,
animations,,,,,,,,,,,,,,,0.4,
animosity,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
animus,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.4,
annihilate,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
annihilated,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
annihilation,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
annoy,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
annoyance,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
annoyances,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
annoyed,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
annoying,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
annoyingly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
annoys,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
annul,,,,,,,,,,,,,,,-0.25,
annulment,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.25,
anoint,,,,,,,,,,,,,,,,1.0
anointed,,,,,,,,,,,,,,,0.6,
anomalous,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,-1.0
anomaly,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
anonymity,,,,,,,,,,,,,,,-0.25,
antagonism,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
antagonist,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
antagonistic,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
antagonize,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
antediluvian,,,,,,,,,,,,,,,-0.4,
anthems,,,,,,,,,,,,,,,0.4,
anthrax,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,,
anti-social,,,,,,,,,,,,,,,,-1.0
antibiotics,,,,,,,,,,,,,,,0.4,
antichrist,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-1.0,
anticipating,,,,,,,,,,,,,,,-0.25,
anticipation,,,,,,,,,,,,,,,0.25,
antidote,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,
antifungal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
antipathy,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
antiquated,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
antique,,,,,,,,,,,,,,,0.25,
antiseptic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.4,
antisocial,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
antithesis,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
antithetical,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
antitrust,,,,,,,,,,,,,,,,-1.0
antsy,,,,,,,,,,,,,,,-0.8,
anxieties,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
anxiety,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
anxious,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
anxiously,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
anxiousness,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
apache,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
apathetic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
apathetically,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
apathy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
apeshit,,,,,,,,,,,,,,,-0.8,
aphid,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
aplomb,,,,,,,,,,,,,,,0.8,
apocalypse,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,1.0
apocalyptic,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
apologetic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
apologist,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
apologists,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
apologize,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.8,
apologized,,,,,,,,,,,,,,,0.8,
apologizes,,,,,,,,,,,,,,,0.8,
apologizing,,,,,,,,,,,,,,,0.8,
apology,,,,,,,,,,,,,,,0.6,
apostle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
apotheosis,,,,,,,,,,,,0.0,1.0,1.0,0.8,
appal,,,,,,,,,,,,1.0,0.0,-1.0,,
appall,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
appalled,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
appalling,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
appallingly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
apparition,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
appeal,,,,,,,,,,,,0.0,1.0,1.0,0.6,1.0
appealing,,,,,,,,,,,,0.0,1.0,1.0,0.5,
appearing,,,,,,,,,,,,,,,0.25,
appease,,,,,,,,,,,,,,,0.6,1.0
appeased,,,,,,,,,,,,,,,0.6,
appeases,,,,,,,,,,,,,,,0.6,
appeasing,,,,,,,,,,,,,,,0.6,
append,,,,,,,,,,,,,,,,1.0
appendicitis,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,,
applaud,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
applauded,,,,,,,,,,,,,,,0.8,
applauding,,,,,,,,,,,,,,,0.8,
applauds,,,,,,,,,,,,,,,0.5,
applause,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.5,1.0
appoint,,,,,,,,,,,,,,,,1.0
appraisal,,,,,,,,,,,,,,,0.25,
appreciable,,,,,,,,,,,,0.0,1.0,1.0,0.8,1.0
appreciate,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
appreciated,,,,,,,,,,,,0.0,1.0,1.0,0.75,
appreciates,,,,,,,,,,,,0.0,1.0,1.0,0.75,
appreciating,,,,,,,,,,,,,,,0.8,
appreciation,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.75,1.0
appreciative,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
appreciatively,,,,,,,,,,,,0.0,1.0,1.0,1.0,
apprehend,,,,,,,,,,,,,,,,1.0
apprehends,,,,,,,,,,,,,,,-0.8,
apprehension,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
apprehensions,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
apprehensive,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
apprehensively,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
approach,,,,,,,,,,,,,,,,1.0
approbation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.6,
appropriate,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
appropriation,,,,,,,,,,,,,,,-0.4,
approval,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
approve,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
approved,,,,,,,,,,,,,,,1.0,
approves,,,,,,,,,,,,,,,1.0,
approving,,,,,,,,,,,,,,,1.0,
apropos,,,,,,,,,,,,,,,0.6,
apt,,,,,,,,,,,,,,,0.5,1.0
aptitude,,,,,,,,,,,,,,,0.4,1.0
arbiter,,,,,,,,,,,,,,,,1.0
arbitrary,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
arbitrate,,,,,,,,,,,,,,,,1.0
arbitration,,,,,,,,,,,,,,,,1.0
arcade,,,,,,,,,,,,,,,0.6,
arcane,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
archaeology,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
archaic,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
archival,,,,,,,,,,,,,,,0.25,
ardent,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,1.0
ardently,,,,,,,,,,,,0.0,1.0,1.0,0.4,
ardor,,,,,,,,,,,,0.0,1.0,1.0,0.75,
arduous,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
arduously,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
arguably,,,,,,,,,,,,,,,-0.4,
argue,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,-1.0
argument,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,-1.0
argumentative,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
arid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.25,
arisen,,,,,,,,,,,,,,,,1.0
aristocracy,,,,,,,,,,,,,,,,1.0
aristocrat,,,,,,,,,,,,,,,,1.0
aristocratic,,,,,,,,,,,,,,,-0.25,1.0
armament,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
armaments,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
armed,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
armor,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
arouse,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.8,
aroused,,,,,,,,,,,,,,,0.8,
arraignment,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.6,
arrears,,,,,,,,,,,,,,,-0.8,
arrest,,,,,,,,,,,,,,,-0.5,-1.0
arrested,,,,,,,,,,,,,,,-0.5,
arresting,,,,,,,,,,,,,,,-0.6,
arrestingly,,,,,,,,,,,,,,,-0.6,
arrests,,,,,,,,,,,,,,,-0.6,
arrogance,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
arrogant,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
arrogantly,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
arsenic,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,
arson,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-1.0,
art,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,0.6,1.0
articulate,,,,,,,,,,,,0.0,1.0,1.0,0.5,
articulation,,,,,,,,,,,,,,,0.25,
artificial,,,,,,,,,,,,,,,,-1.0
artillery,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
artisan,,,,,,,,,,,,,,,0.6,
artisans,,,,,,,,,,,,,,,0.6,
artist,,,,,,,,,,,,,,,0.6,
artistic,,,,,,,,,,,,,,,0.6,
artwork,,,,,,,,,,,,,,,0.6,
ascendancy,,,,,,,,,,,,,,,0.1,
ascension,,,,,,,,,,,,,,,0.5,
ascent,,,,,,,,,,,,,,,0.8,
ascribe,,,,,,,,,,,,,,,,1.0
ash,,,,,,,,,,,,,,,-0.4,
ashamed,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
ashes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.4,
asinine,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
asininely,,,,,,,,,,,,1.0,0.0,-1.0,,
asinininity,,,,,,,,,,,,1.0,0.0,-1.0,,
askance,,,,,,,,,,,,1.0,0.0,-1.0,,
asperse,,,,,,,,,,,,1.0,0.0,-1.0,,
aspersion,,,,,,,,,,,,1.0,0.0,-1.0,,
aspersions,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
asphyxiated,,,,,,,,,,,,,,,-1.0,
aspiration,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
aspirations,,,,,,,,,,,,0.0,1.0,1.0,0.8,
aspire,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0
aspiring,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,
ass,,,,,,,,,,,,,,,-0.5,
assail,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
assailant,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-1.0,-1.0
assassin,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
assassinate,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
assassination,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.5,
assassinations,,,,,,,,,,,,,,,-1.0,
assassins,,,,,,,,,,,,,,,-1.0,
assault,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
assaulted,,,,,,,,,,,,,,,-1.0,
assembled,,,,,,,,,,,,,,,0.25,
