term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity,bing_negative,bing_positive,bing_sentiment,syu_sentiment,gi_sentiment
stunningly,,,,,,,,,,,,0.0,1.0,1.0,0.8,
stunt,,,,,,,,,,,,1.0,0.0,-1.0,,-1.0
stunted,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
stupefied,,,,,,,,,,,,,,,-0.6,
stupefy,,,,,,,,,,,,,,,-0.6,
stupendous,,,,,,,,,,,,0.0,1.0,1.0,0.6,1.0
stupendously,,,,,,,,,,,,0.0,1.0,1.0,0.6,
stupid,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
stupidest,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
stupidity,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,-1.0
stupidly,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
stupified,,,,,,,,,,,,1.0,0.0,-1.0,,
stupify,,,,,,,,,,,,1.0,0.0,-1.0,,
stupor,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,-1.0
sturdier,,,,,,,,,,,,0.0,1.0,1.0,0.8,
sturdy,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
stutter,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
stuttered,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
stuttering,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
stutters,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
sty,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
stylish,,,,,,,,,,,,0.0,1.0,1.0,0.8,1.0
stylishly,,,,,,,,,,,,0.0,1.0,1.0,0.8,
stylized,,,,,,,,,,,,0.0,1.0,1.0,0.5,
stymied,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
suave,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
suavely,,,,,,,,,,,,0.0,1.0,1.0,0.8,
subdivision,,,,,,,,,,,,,,,-0.25,
subdue,,,,,,,,,,,,,,,-0.5,
subdued,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
subjected,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
subjection,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
subjugate,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,-1.0
subjugation,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
sublimation,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.1,
sublime,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
sublimely,,,,,,,,,,,,,,,0.8,
submissive,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,-1.0
subordinate,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
subpar,,,,,,,,,,,,,,,-0.25,
subpoena,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
subpoenas,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
subscribe,,,,,,,,,,,,,,,,1.0
subscription,,,,,,,,,,,,,,,,1.0
subservience,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,-1.0
subservient,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
subside,,,,,,,,,,,,,,,,-1.0
subsidence,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.25,
subsiding,,,,,,,,,,,,,,,0.25,
subsidize,,,,,,,,,,,,0.0,1.0,1.0,-0.25,1.0
subsidized,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
subsidizes,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
subsidizing,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
subsidy,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.25,1.0
subsist,,,,,,,,,,,,,,,0.25,1.0
subsistence,,,,,,,,,,,,,,,,1.0
substandard,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
substantial,,,,,,,,,,,,,,,0.5,
substantially,,,,,,,,,,,,,,,0.6,
substantiate,,,,,,,,,,,,,,,0.8,1.0
substantive,,,,,,,,,,,,0.0,1.0,1.0,0.5,
substitution,,,,,,,,,,,,,,,,-1.0
subtle,,,,,,,,,,,,,,,,1.0
subtract,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
subversion,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
subversive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
subversively,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
subvert,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
succeed,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
succeeded,,,,,,,,,,,,0.0,1.0,1.0,0.5,
succeeding,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,
succeeds,,,,,,,,,,,,0.0,1.0,1.0,1.0,
succes,,,,,,,,,,,,0.0,1.0,1.0,0.6,
success,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,1.0
successes,,,,,,,,,,,,0.0,1.0,1.0,0.5,
successful,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
successfully,,,,,,,,,,,,0.0,1.0,1.0,1.0,
succinct,,,,,,,,,,,,,,,0.8,
succulent,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
succumb,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
succumbing,,,,,,,,,,,,,,,-0.6,
suck,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
sucked,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
sucker,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
suckle,,,,,,,,,,,,,,,0.25,
suckled,,,,,,,,,,,,,,,0.25,
sucks,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
sucky,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
sue,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,,
sued,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
sueing,,,,,,,,,,,,1.0,0.0,-1.0,,
sues,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
suffer,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,-1.0
suffered,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
sufferer,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
sufferers,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
suffering,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,
suffers,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
suffice,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
sufficed,,,,,,,,,,,,0.0,1.0,1.0,0.5,
suffices,,,,,,,,,,,,0.0,1.0,1.0,0.5,
sufficiency,,,,,,,,,,,,,,,1.0,
sufficient,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0
sufficiently,,,,,,,,,,,,0.0,1.0,1.0,1.0,
suffocate,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
suffocating,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.5,
suffocation,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-1.0,
suffused,,,,,,,,,,,,,,,0.25,
sugarcoat,,,,,,,,,,,,,,,-0.25,
sugarcoated,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
suicidal,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
suicide,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
suing,,,,,,,,,,,,,,,-0.8,
suit,,,,,,,,,,,,,,,,1.0
suitable,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
sulk,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
sulking,,,,,,,,,,,,,,,-1.0,
sulky,,,,,,,,,,,,,,,-1.0,
sullen,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0
sully,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
sultry,,,,,,,,,,,,,,,0.4,
summit,,,,,,,,,,,,,,,,1.0
summon,,,,,,,,,,,,,,,-0.25,
summons,,,,,,,,,,,,,,,-0.25,
sumptuous,,,,,,,,,,,,0.0,1.0,1.0,0.8,1.0
sumptuously,,,,,,,,,,,,0.0,1.0,1.0,0.8,
sumptuousness,,,,,,,,,,,,0.0,1.0,1.0,0.8,
sun,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.6,
sunburns,,,,,,,,,,,,,,,-0.25,
sundae,,,,,,,,,,,,,,,0.6,
sunder,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,-1.0
sundial,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
sunk,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
sunken,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
sunlit,,,,,,,,,,,,,,,0.6,
sunny,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.6,
sunrise,,,,,,,,,,,,,,,0.6,
sunset,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.6,
sunsets,,,,,,,,,,,,,,,0.6,
sunshine,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.5,
super,,,,,,,,,,,,0.0,1.0,1.0,0.75,1.0
superb,,,,,,,,,,,,0.0,1.0,1.0,1.0,
superbly,,,,,,,,,,,,0.0,1.0,1.0,1.0,
superficial,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
superficiality,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,-1.0
superficially,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
superfluous,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
superhuman,,,,,,,,,,,,,,,0.5,
superior,,,,,,,,,,,,0.0,1.0,1.0,0.75,1.0
superiority,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
superlative,,,,,,,,,,,,,,,,1.0
superman,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,
supernatural,,,,,,,,,,,,,,,-0.4,
superstar,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.8,
superstition,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.6,-1.0
superstitious,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
supple,,,,,,,,,,,,0.0,1.0,1.0,0.8,
supplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,-0.4,
supplications,,,,,,,,,,,,,,,-0.25,
support,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
supported,,,,,,,,,,,,0.0,1.0,1.0,0.75,
supporter,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,
supporters,,,,,,,,,,,,,,,0.8,
supporting,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,
supportive,,,,,,,,,,,,0.0,1.0,1.0,0.75,1.0
supports,,,,,,,,,,,,0.0,1.0,1.0,0.5,
suppress,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
suppressed,,,,,,,,,,,,,,,-1.0,
suppression,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
supremacy,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,
supreme,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
supremely,,,,,,,,,,,,0.0,1.0,1.0,0.75,
supurb,,,,,,,,,,,,0.0,1.0,1.0,,
supurbly,,,,,,,,,,,,0.0,1.0,1.0,,
surcharge,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.25,
surety,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.4,
surge,,,,,,,,,,,,,,,,1.0
surgery,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
surly,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
surmise,,,,,,,,,,,,,,,,1.0
surmount,,,,,,,,,,,,0.0,1.0,1.0,0.6,1.0
surpass,,,,,,,,,,,,0.0,1.0,1.0,0.4,1.0
surpassing,,,,,,,,,,,,,,,0.4,
surprise,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.6,
surprisingly,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
surreal,,,,,,,,,,,,0.0,1.0,1.0,0.4,
surreally,,,,,,,,,,,,,,,0.4,
surrender,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
surrendering,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.4,
surround,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
surveillance,,,,,,,,,,,,,,,-0.4,
survival,,,,,,,,,,,,0.0,1.0,1.0,0.6,1.0
survive,,,,,,,,,,,,,,,0.8,1.0
survived,,,,,,,,,,,,,,,0.4,
surviving,,,,,,,,,,,,,,,0.5,
survivor,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
susceptible,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
suspect,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
suspected,,,,,,,,,,,,,,,-0.6,
suspecting,,,,,,,,,,,,,,,-0.5,
suspects,,,,,,,,,,,,,,,-0.5,
suspend,,,,,,,,,,,,,,,-0.6,-1.0
suspended,,,,,,,,,,,,,,,-0.6,
suspense,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
suspension,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,-1.0
suspicion,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
suspicions,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
suspicious,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,-1.0
suspiciously,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
sustainability,,,,,,,,,,,,0.0,1.0,1.0,1.0,
sustainable,,,,,,,,,,,,0.0,1.0,1.0,1.0,
swab,,,,,,,,,,,,,,,-0.4,
swagger,,,,,,,,,,,,1.0,0.0,-1.0,,
swamp,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
swamped,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
swampy,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.6,
swank,,,,,,,,,,,,0.0,1.0,1.0,0.4,
swankier,,,,,,,,,,,,0.0,1.0,1.0,0.4,
swankiest,,,,,,,,,,,,0.0,1.0,1.0,0.4,
swanky,,,,,,,,,,,,0.0,1.0,1.0,0.4,
swarmed,,,,,,,,,,,,,,,-0.4,
swastika,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-1.0,
swat,,,,,,,,,,,,,,,-0.6,
swayed,,,,,,,,,,,,,,,-0.4,
swear,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,-0.1,-1.0
swearing,,,,,,,,,,,,,,,-0.5,
swears,,,,,,,,,,,,,,,-0.6,
sweating,,,,,,,,,,,,,,,-0.25,
sweaty,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
sweeping,,,,,,,,,,,,0.0,1.0,1.0,,
sweet,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
sweeten,,,,,,,,,,,,0.0,1.0,1.0,0.6,1.0
sweeter,,,,,,,,,,,,,,,0.8,
sweetheart,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
sweetie,,,,,,,,,,,,,,,1.0,
sweetly,,,,,,,,,,,,0.0,1.0,1.0,0.5,
sweetness,,,,,,,,,,,,0.0,1.0,1.0,0.75,1.0
sweets,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.5,
swelled,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
swelling,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.75,
swerve,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
swift,,,,,,,,,,,,0.0,1.0,1.0,0.75,
swiftly,,,,,,,,,,,,,,,0.6,
swiftness,,,,,,,,,,,,0.0,1.0,1.0,0.8,1.0
swig,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
swim,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
swindle,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
swindles,,,,,,,,,,,,,,,-1.0,
swindling,,,,,,,,,,,,,,,-1.0,
swine,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,
swipe,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
swollen,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
swoon,,,,,,,,,,,,,,,,1.0
swore,,,,,,,,,,,,,,,,-1.0
sworn,,,,,,,,,,,,,,,,1.0
symbolic,,,,,,,,,,,,,,,0.4,
symbolically,,,,,,,,,,,,,,,0.4,
symbolize,,,,,,,,,,,,,,,,1.0
symmetrical,,,,,,,,,,,,,,,0.1,
symmetry,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.1,1.0
sympathetic,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0
sympathize,,,,,,,,,,,,,,,,1.0
sympathy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,0.25,1.0
symphony,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
symptom,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
symptoms,,,,,,,,,,,,1.0,0.0,-1.0,-0.4,
synchronize,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.25,
syncope,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,,,,,
syndrome,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,
synergistic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
synod,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,
synonymous,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,,
synthesis,,,,,,,,,,,,,,,,1.0
syrupy,,,,,,,,,,,,,,,-0.25,
taboo,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
tackiest,,,,,,,,,,,,,,,-0.8,
tackle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,-0.25,
tacky,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
tact,,,,,,,,,,,,,,,0.4,1.0
tactics,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,-0.25,1.0
taint,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
tainted,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
talent,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
talented,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
talents,,,,,,,,,,,,0.0,1.0,1.0,0.5,
talisman,,,,,,,,,,,,,,,0.25,
talk,,,,,,,,,,,,,,,0.4,
talons,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,,
tamper,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
tangle,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
tangled,,,,,,,,,,,,1.0,0.0,-1.0,-0.75,
tangles,,,,,,,,,,,,1.0,0.0,-1.0,-0.6,
tank,,,,,,,,,,,,1.0,0.0,-1.0,,
tanked,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
tanks,,,,,,,,,,,,1.0,0.0,-1.0,,
tanned,,,,,,,,,,,,,,,0.5,
tantalize,,,,,,,,,,,,0.0,1.0,1.0,,
tantalizing,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,
tantalizingly,,,,,,,,,,,,0.0,1.0,1.0,,
tantrum,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,-1.0
tapestry,,,,,,,,,,,,,,,0.4,
tardiness,,,,,,,,,,,,,,,-1.0,
tardy,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,-1.0
targets,,,,,,,,,,,,,,,-0.4,
tariff,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.25,-1.0
tarnish,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,
tarnished,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
tarnishes,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
tarnishing,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
task,,,,,,,,,,,,,,,-0.25,
taste,,,,,,,,,,,,,,,,1.0
tasteful,,,,,,,,,,,,,,,0.6,
tasteless,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.5,
tasty,,,,,,,,,,,,,,,1.0,
tatter,,,,,,,,,,,,,,,,-1.0
tattered,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
taunt,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
taunted,,,,,,,,,,,,,,,-1.0,
taunting,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
tauntingly,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
taunts,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
taut,,,,,,,,,,,,1.0,0.0,-1.0,,
tawdry,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
tax,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,,,,-0.25,-1.0
taxing,,,,,,,,,,,,1.0,0.0,-1.0,-0.8,
teach,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,0.4,
teacher,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,0.25,
tear,,,,,,,,,,,,,,,,-1.0
teardrops,,,,,,,,,,,,,,,-0.6,
tearful,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
tearfully,,,,,,,,,,,,,,,-1.0,
tearily,,,,,,,,,,,,,,,-1.0,
tears,,,,,,,,,,,,,,,-0.8,
teary,,,,,,,,,,,,,,,-0.8,
tease,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
teasing,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,,,,-0.8,
teasingly,,,,,,,,,,,,1.0,0.0,-1.0,,
technology,,,,,,,,,,,,,,,0.1,
tedious,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
tediously,,,,,,,,,,,,1.0,0.0,-1.0,-1.0,
tedium,,,,,,,,,,,,,,,-1.0,
teems,,,,,,,,,,,,,,,-0.25,
teens,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
temerity,,,,,,,,,,,,1.0,0.0,-1.0,-0.25,
temper,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
temperance,,,,,,,,,,,,,,,,1.0
temperate,,,,,,,,,,,,,,,,1.0
tempered,,,,,,,,,,,,,,,-0.8,
tempers,,,,,,,,,,,,,,,-0.4,
tempest,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-0.5,-1.0
temporarily,,,,,,,,,,,,,,,,-1.0
tempt,,,,,,,,,,,,0.0,1.0,1.0,-0.25,1.0
temptation,,,,,,,,,,,,1.0,0.0,-1.0,-0.5,-1.0
tempting,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
temptingly,,,,,,,,,,,,0.0,1.0,1.0,-0.25,
tenable,,,,,,,,,,,,,,,0.4,
tenacious,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
tenaciously,,,,,,,,,,,,0.0,1.0,1.0,0.8,
tenacity,,,,,,,,,,,,0.0,1.0,1.0,0.5,1.0
tender,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,
tenderly,,,,,,,,,,,,0.0,1.0,1.0,0.5,
