term_str,n,n_chars,p,i,h
irritation,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
is,1158,2,0.005654186441671061,7.466464829147837,0.04221678420418153
islands,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
isle,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
issue,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
issued,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
issuing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
it,2795,2,0.013647194390734555,6.195251799406521,0.08454780560604884
italian,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
its,205,3,0.0010009570125583485,9.964404267631627,0.009973940327652212
itself,28,6,0.00013671607976406712,12.836529445079469,0.001754959983507281
ives,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
ivory,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jacket,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
james,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
jane,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
january,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
jar,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jargon,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
jealous,12,7,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
jealousies,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
jealousy,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
jemima,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
jennings,235,8,0.0011474385265912775,9.767367420572073,0.011207453681736866
jest,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jesting,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jewels,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jilting,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
john,166,4,0.0008105310443155407,10.268844935790149,0.008323217609720341
join,22,4,0.0001074197769574813,13.184452748499776,0.0014162709735502973
joined,28,6,0.00013671607976406712,12.836529445079469,0.001754959983507281
joining,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
joins,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
joint,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
jointure,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
joke,7,4,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
joked,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jokes,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
joking,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
journey,27,7,0.00013183336262963613,12.888996864973604,0.0016991997976323085
journeys,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
joy,29,3,0.00014159879689849809,12.785903372009502,0.0018104685347369953
joyful,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
joyfully,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
joyous,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
joys,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
judge,14,5,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
judged,18,6,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
judgement,8,9,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
judgements,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
judges,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
judging,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
judgment,30,8,0.00014648151403292905,12.736993771528555,0.0018657341318814899
judgments,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
judicious,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
judiciously,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
july,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
jumbled,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
jump,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
jumped,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
jumping,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
junction,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
juncture,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
june,3,4,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
just,134,4,0.0006542840960137498,10.5777951766793,0.006920883154992219
justice,28,7,0.00013671607976406712,12.836529445079469,0.001754959983507281
justification,3,13,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
justified,8,9,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
justify,12,7,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
justifying,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
justly,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
justness,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
juvenile,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
keen,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
keener,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
keenly,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
keep,45,4,0.00021972227104939356,12.152031270807399,0.00267007190868505
keeping,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
keeps,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kellynch,73,8,0.0003564383508134607,11.454059808257057,0.004082666188173889
kensington,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
kept,46,4,0.00022460498818382453,12.12032241108006,0.002722284871924781
keys,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
kicked,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kicking,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kill,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
killed,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
killing,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kind,116,4,0.0005663951875939923,10.785903372009502,0.006109083763759997
kinder,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kindest,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
kindle,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kindled,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kindly,8,6,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
kindness,57,8,0.0002783148766625652,11.810994352972331,0.003287175436609748
kinds,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kingdom,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
kingham,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kiss,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
kissed,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
kisses,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
kitchen,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
knack,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knave,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kneel,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
kneeling,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knees,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
knelt,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
knew,123,4,0.0006005742075350091,10.701369861797833,0.006426966724288264
knife,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knight,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knit,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knives,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knock,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
knocked,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
knocking,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knoll,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
knot,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
know,358,4,0.0017480127341262866,9.160068589872816,0.0160119165405679
knowing,38,7,0.00018554325110837678,12.395956853693487,0.002299986135233455
knowledge,50,9,0.00024413585672154842,12.00002817736235,0.0029296371597630783
known,110,5,0.0005370988847874065,10.862524653612414,0.005834249877430937
knows,21,5,0.00010253705982305033,13.251566944358313,0.0013587767125228247
l,1,1,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
la,6,2,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
labor,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
labour,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
laboured,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
labourers,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
labouring,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
labours,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lace,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
laconia,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
ladies,59,6,0.0002880803109314271,11.761241317775232,0.0033881820557642365
lady,358,4,0.0017480127341262866,9.160068589872816,0.0160119165405679
ladyship,11,8,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
laid,12,4,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
lain,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lake,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lame,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lameness,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lament,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lamentation,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lamentations,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lamented,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lamenting,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lamps,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
land,7,4,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
landaulette,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
landed,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
landholder,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
landing,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
landlady,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
landlord,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
landscape,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lane,7,4,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
lanes,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
language,16,8,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
languages,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
languid,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
languor,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lansdown,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lap,2,3,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
large,45,5,0.00021972227104939356,12.152031270807399,0.00267007190868505
larger,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
largest,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
larolles,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
last,191,4,0.0009325989726763149,10.066455539101325,0.009387966094257695
lasted,8,6,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
lasting,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
lastingly,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
late,40,4,0.00019530868537723874,12.321956272249711,0.0024065850808089122
lately,25,6,0.00012206792836077421,13.00002817736235,0.0015868865082423133
lateness,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
later,11,5,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
latest,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
latter,31,6,0.00015136423116736002,12.689688056750198,0.0019207648764636245
laudable,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
laugh,14,5,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
laughed,19,7,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
laughing,16,8,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
laughs,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
laughter,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
laundress,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
laundry,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
laura,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
lavender,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lavish,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
law,41,3,0.0002001914025116697,12.286332362518989,0.0024596181073771924
lawn,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lawns,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
laws,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lawyer,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lay,13,3,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
laying,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
lead,8,4,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
leading,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
leaf,3,4,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
leagued,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
leaned,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
leaning,12,7,5.8592605613171615e-05,14.058921866415917,0.0008237488642653024
leant,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
learn,15,5,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
learned,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
learning,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
learnt,15,6,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
least,112,5,0.0005468643190562685,10.836529445079469,0.005926111295916587
leave,104,5,0.0005078025819808206,10.943444648995982,0.005557109448524355
leaves,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
leaving,34,7,0.00016601238257065291,12.556421525886734,0.00208452145407389
lecture,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lectures,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
led,25,3,0.00012206792836077421,13.00002817736235,0.0015868865082423133
left,146,4,0.0007128767016269214,10.454059808257057,0.007452455674720857
leg,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
legacies,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
legacy,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
legal,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
legible,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
legs,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
leisure,17,7,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
leisurely,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lend,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
length,13,6,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
lengthened,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lengths,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lent,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
less,127,4,0.000620105076072733,10.655199680364907,0.006607343408362841
lessen,10,6,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
lessened,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
lessening,6,9,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
lesser,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
lesson,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lessons,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lest,5,4,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
let,57,3,0.0002783148766625652,11.810994352972331,0.003287175436609748
letter,109,6,0.0005322161676529756,10.875700042360148,0.005788223397088222
letters,32,7,0.00015624694830179098,12.643884367137073,0.0019755683470458895
letting,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
level,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
levity,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
liable,6,6,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
liberal,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
liberality,10,10,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
libertine,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
liberty,24,7,0.00011718521122634323,13.058921866415917,0.0015303125173042615
library,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
license,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lie,4,3,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lief,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lies,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lieutenant,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lieve,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
life,108,4,0.0005273334505185445,10.888996864973604,0.005742132289492144
lifeless,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lifted,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lifting,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
light,18,5,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
lighted,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lighten,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lightened,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lighter,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lightly,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lightness,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
like,164,4,0.0008007656100466788,10.286332362518989,0.008236941209415413
liked,22,5,0.0001074197769574813,13.184452748499776,0.0014162709735502973
likelihood,3,10,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
likely,52,6,0.0002539012909904103,11.943444648995982,0.003032456015252588
likeness,2,8,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
likes,6,5,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
likewise,28,8,0.00013671607976406712,12.836529445079469,0.001754959983507281
liking,8,6,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
limbs,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
limited,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
limits,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
line,13,4,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
linen,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lines,9,5,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
linger,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
lingered,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lingering,4,9,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lip,2,3,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lips,10,4,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
liquor,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lisbon,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
list,4,4,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
listen,19,6,9.277162555418839e-05,13.395956853693487,0.0012427646931709158
listened,25,8,0.00012206792836077421,13.00002817736235,0.0015868865082423133
listener,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
listening,17,9,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
lists,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lit,2,3,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
literary,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
literature,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
little,336,6,0.0016405929571688053,9.251566944358313,0.015178055571689972
littlenesses,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
live,50,4,0.00024413585672154842,12.00002817736235,0.0029296371597630783
lived,40,5,0.00019530868537723874,12.321956272249711,0.0024065850808089122
liveliness,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lively,18,6,8.788890841975742e-05,13.47395936569476,0.0011842115807430796
livery,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lives,15,5,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
living,58,6,0.00028319759379699617,11.785903372009502,0.0033377394756769945
livings,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
ll,4,2,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lobby,3,5,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
local,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lock,10,4,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
lodge,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
lodgers,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lodges,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lodging,4,7,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
lodgings,14,8,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
lofty,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
loitered,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
loitering,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lombardy,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
london,49,6,0.00023925313958711743,12.029174523021865,0.002878017771274347
long,199,4,0.0009716607097517626,10.007259746593425,0.009723661108045211
longed,7,6,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
longer,79,6,0.0003857346536200465,11.34010361895997,0.00437427094147496
longest,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
longstaple,8,10,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
look,124,4,0.0006054569246694401,10.689688056750198,0.006472145656515617
looked,103,6,0.0005029198648463897,10.957383839953854,0.005510685999859607
looking,66,7,0.0003222593308724439,11.59949024777862,0.0037380439657105765
looks,31,5,0.00015136423116736002,12.689688056750198,0.0019207648764636245
loose,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lord,38,4,0.00018554325110837678,12.395956853693487,0.002299986135233455
lose,11,4,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
losing,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
loss,28,4,0.00013671607976406712,12.836529445079469,0.001754959983507281
lost,38,4,0.00018554325110837678,12.395956853693487,0.002299986135233455
lot,6,3,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
loud,5,4,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
louisa,112,6,0.0005468643190562685,10.836529445079469,0.005926111295916587
lounging,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
love,119,4,0.0005810433389972852,10.74906660382913,0.006245673550593086
loved,32,5,0.00015624694830179098,12.643884367137073,0.0019755683470458895
loveliest,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lovely,9,6,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
lover,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
lovers,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
loves,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
loving,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
low,41,3,0.0002001914025116697,12.286332362518989,0.0024596181073771924
lower,8,5,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
lowered,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lowering,5,8,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
lowest,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lowness,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
loyalty,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
luck,10,4,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
luckily,8,7,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
lucky,16,5,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
lucy,186,4,0.0009081853870041601,10.104725556029042,0.009176964089673062
lurking,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
lustily,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
luxuriant,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
luxurious,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
luxury,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
lying,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
lyme,67,4,0.0003271420480068749,11.5777951766793,0.0037875836255029842
m,7,1,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
ma,49,2,0.00023925313958711743,12.029174523021865,0.002878017771274347
mab,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
machines,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mackenzie,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maclean,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
mad,1,3,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
madam,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
made,234,4,0.0011425558094568466,9.77351964755367,0.011166791652153077
madness,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
magna,11,5,5.370988847874065e-05,14.184452748499776,0.0007618453752538893
magnanimity,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
magnificent,3,11,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
mahogany,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
maid,17,4,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
maids,6,5,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
mainly,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
