term_str,n,n_chars,p,i,h
tenant,13,6,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
tenantry,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tenants,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
tend,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tended,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tendency,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
tender,16,6,7.812347415089549e-05,13.643884367137073,0.0010659076476738402
tenderest,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tenderly,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
tenderness,29,10,0.00014159879689849809,12.785903372009502,0.0018104685347369953
tending,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tenements,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
term,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
terminated,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
termination,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
terms,30,5,0.00014648151403292905,12.736993771528555,0.0018657341318814899
terrible,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
terror,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
test,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
testify,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
testimonies,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
testimony,5,9,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
tete,4,4,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
thames,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
than,604,4,0.0029491611491963047,8.405479627811994,0.02478911395870415
thank,23,5,0.00011230249409191226,13.12032241108006,0.0014734449300543026
thanked,7,7,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thankful,8,8,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
thankfully,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thankfulness,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thanks,7,6,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
that,2265,4,0.011059354309486142,6.498589032203476,0.07187019861887889
the,7436,3,0.03630788461162868,4.783573312217592,0.17368142785126273
theatre,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
theft,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
their,791,5,0.0038622292533348956,8.016350482664281,0.030960983339131297
theirs,10,6,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
them,738,4,0.0036034452452100543,8.116407361076677,0.029247029513459637
theme,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
themselves,75,10,0.0003662037850823226,11.415065676641193,0.004180240257749309
then,224,4,0.001093728638112537,9.836529445079469,0.010758493953720636
thence,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
theory,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
there,527,5,0.00257319192984512,8.602225215499859,0.022135176503234436
therefore,121,9,0.0005908087732661471,10.725021129862478,0.006336436576987558
these,116,5,0.0005663951875939923,10.785903372009502,0.006109083763759997
they,955,4,0.004662994863381575,7.744527444213962,0.03611269169168734
thick,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
thicker,2,7,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
thickest,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thickly,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thin,4,4,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
thing,226,5,0.0011034940723813988,9.823705404721885,0.010840400682931711
things,47,6,0.0002294877053182555,12.089295515459437,0.002774344686757063
think,359,5,0.0017528954512607176,9.156044333314021,0.016049588463407618
thinking,46,8,0.00022460498818382453,12.12032241108006,0.002722284871924781
thinks,14,6,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
third,14,5,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
thirds,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thirteen,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thirty,26,6,0.00012695064549520516,12.943444648995982,0.001643178653121499
this,686,4,0.0033495439542196442,8.221819600964261,0.02753934613709441
thistles,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thither,6,7,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
thomas,7,6,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thomson,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thornberry,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
thorns,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thorough,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thoroughfare,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thoroughly,17,10,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
those,121,5,0.0005908087732661471,10.725021129862478,0.006336436576987558
though,333,6,0.0016259448057655123,9.264506000065811,0.01506357540879043
thought,206,7,0.0010058397296927794,9.957383839953854,0.010015532270026434
thoughtful,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thoughtfully,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
thoughtfulness,6,14,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
thoughtless,2,11,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
thoughtlessness,1,15,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thoughts,33,8,0.00016112966543622195,12.59949024777862,0.0020301516482915103
thousand,55,8,0.00026854944239370325,11.862524653612414,0.003185674381109172
thousands,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
thread,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
threatened,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
threatening,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
threatenings,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
threats,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
three,103,5,0.0005029198648463897,10.957383839953854,0.005510685999859607
threw,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
thrill,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
throat,5,6,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
throats,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
through,71,7,0.00034667291654459875,11.494137247632391,0.003984706082800628
throughout,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
throw,6,5,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
throwing,7,8,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
thrown,17,6,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
thunderbolt,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thunderbolts,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
thursday,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
thus,30,4,0.00014648151403292905,12.736993771528555,0.0018657341318814899
tide,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tidings,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tidy,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tied,4,4,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
tight,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tiled,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
till,135,4,0.0006591668131481807,10.567068770086243,0.006965461045495414
timber,3,6,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
time,391,4,0.0019091423995625085,9.032859569829721,0.01724501519405588
timed,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
times,36,5,0.00017577781683951485,12.47395936569476,0.0021926453446466446
timidity,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tiptoe,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tired,15,5,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
tiresome,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tis,6,3,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
tithes,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
title,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
to,6924,2,0.03380793343880002,4.8864943577704345,0.16520227599657472
today,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
together,127,8,0.000620105076072733,10.655199680364907,0.006607343408362841
toil,2,4,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
toilet,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
toiling,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
toils,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
toilsome,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
told,95,4,0.000463858127770942,11.074028758806126,0.005136778246941378
tolerable,13,9,6.347532274760258e-05,13.943444648995982,0.0008850646493083522
tolerably,10,9,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
tolerate,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tolerated,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
toleration,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tomorrow,15,8,7.324075701646453e-05,13.736993771528555,0.0010061078229572095
tone,30,4,0.00014648151403292905,12.736993771528555,0.0018657341318814899
toned,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tones,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tongue,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
tonight,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
too,316,3,0.001542938614480186,9.34010361895997,0.014411206536939468
took,71,4,0.00034667291654459875,11.494137247632391,0.003984706082800628
tooth,2,5,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
toothpick,5,9,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
top,2,3,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
topic,4,5,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
topics,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
tore,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
torment,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tormented,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
torn,4,4,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
torrent,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
torture,5,7,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
tortured,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tossed,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
total,10,5,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
totally,14,7,6.835803988203356e-05,13.836529445079469,0.0009458380316356741
touch,9,5,4.394445420987871e-05,14.47395936569476,0.0006360502445814185
touched,3,7,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
toward,2,6,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
towards,97,7,0.0004736235620398039,11.043971524949946,0.005230685132712958
tower,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
town,101,4,0.0004931544305775278,10.985672884385279,0.00541763325581001
toys,1,4,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trace,5,5,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
traced,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tract,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
traded,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trades,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tradespeople,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trafalgar,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trained,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
traits,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tranquil,4,8,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
tranquility,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tranquilize,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tranquillity,7,12,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
tranquillized,1,13,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transact,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transacted,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transformed,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transgressed,2,12,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
transgressions,1,14,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transient,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
translate,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transmitted,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transparency,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transplanted,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transport,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transporting,1,12,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
transposed,1,10,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trash,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
travel,4,6,1.9530868537723873e-05,15.643884367137073,0.00030553864899390777
travelled,10,9,4.8827171344309684e-05,14.321956272249711,0.0006993006128908475
traveller,2,9,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
travellers,2,10,9.765434268861936e-06,16.643884367137073,0.00016253475876581584
travelling,7,10,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
trays,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
treachery,3,9,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
treading,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
treason,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
treasured,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
treasures,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
treat,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
treated,17,7,8.300619128532646e-05,13.556421525886734,0.0011252669183222713
treating,6,8,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
treatment,5,9,2.4413585672154842e-05,15.321956272249711,0.00037406389211757854
treaty,1,6,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tree,6,4,2.9296302806585808e-05,15.058921866415917,0.000441170734939237
trees,7,5,3.417901994101678e-05,14.836529445079469,0.0005070980357588538
trembled,3,8,1.4648151403292904e-05,16.05892186641592,0.00023523351887291144
tremour,1,7,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tremulous,1,9,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tremulously,1,11,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trent,1,5,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trespass,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
tressels,1,8,4.882717134430968e-06,17.643884367137073,8.615009651733889e-05
trial,8,5,3.9061737075447746e-05,14.643884367137073,0.0005720155609123678
